months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
297,48,22-06-09,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,exec-managerial,golf,other-relative,25-01-15,Total Loss,Fire,NY,Arlington,8758 5th St,17,?,0,0,NO,51480,N
160,36,10-05-12,OH,100/300,1000,1118.58,0,460801,FEMALE,High School,prof-specialty,board-games,husband,22-01-15,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,NO,2,1,NO,51700,N
406,58,02-10-03,OH,250/500,2000,1117.04,0,605121,MALE,MD,exec-managerial,video-games,own-child,01-01-15,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,?,1,2,?,65520,N
157,31,02-08-90,IN,500/1000,500,1257.83,7000000,458622,MALE,High School,farming-fishing,reading,own-child,14-02-15,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,NO,2,2,NO,47700,Y
146,31,16-09-97,OH,250/500,2000,1082.72,0,478661,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,15-01-15,Minor Damage,None,SC,Northbend,4188 Britain Ave,3,YES,2,0,NO,5220,N
409,57,29-07-95,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,protective-serv,exercise,unmarried,06-01-15,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,NO,1,0,?,73320,N
252,46,06-09-05,IN,100/300,1000,1242.02,0,601961,MALE,Masters,adm-clerical,dancing,wife,08-02-15,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,YES,0,2,YES,74900,N
6,27,05-08-92,OH,250/500,500,1075.71,0,604328,FEMALE,High School,prof-specialty,dancing,unmarried,17-02-15,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,?,0,1,YES,3190,N
103,33,22-01-93,IN,100/300,1000,969.88,6000000,614385,MALE,MD,armed-forces,exercise,own-child,21-01-15,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,NO,1,0,YES,76920,N
369,53,20-05-95,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,priv-house-serv,video-games,not-in-family,09-02-15,Total Loss,Police,WV,Springfield,1123 5th Lane,10,YES,1,3,NO,77990,N
261,46,24-09-92,IL,500/1000,1000,1245.61,0,478703,MALE,MD,transport-moving,base-jumping,own-child,12-02-15,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,YES,1,0,?,59670,N
159,33,20-07-07,IN,100/300,2000,1462.76,0,615683,FEMALE,College,craft-repair,skydiving,husband,24-02-15,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,YES,2,0,NO,44880,Y
344,51,28-04-92,IN,100/300,2000,1398.46,0,455672,MALE,Associate,sales,skydiving,other-relative,02-02-15,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,?,0,2,NO,82830,N
437,60,19-01-98,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,armed-forces,cross-fit,unmarried,14-02-15,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,NO,1,3,NO,84480,Y
65,30,08-09-09,IN,100/300,500,1455.65,4000000,616706,FEMALE,College,transport-moving,skydiving,wife,15-02-15,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,?,2,3,NO,79800,N
280,41,18-12-94,OH,500/1000,2000,1140.31,0,473243,MALE,MD,adm-clerical,exercise,husband,28-02-15,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,?,0,3,YES,53020,N
269,45,23-08-96,IN,500/1000,500,1330.46,0,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,18-01-15,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,?,0,0,NO,24200,N
275,40,20-11-91,OH,250/500,2000,1190.6,0,434206,MALE,Masters,exec-managerial,camping,unmarried,06-01-15,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,?,1,3,YES,43230,N
265,45,28-10-98,OH,250/500,500,972.5,0,469895,FEMALE,College,exec-managerial,cross-fit,unmarried,19-01-15,Trivial Damage,None,NC,Springfield,6957 Weaver Drive,3,NO,2,3,NO,3190,N
283,43,14-07-97,IN,100/300,2000,1161.91,0,457722,FEMALE,Associate,adm-clerical,polo,not-in-family,17-01-15,Minor Damage,None,WV,Northbrook,1512 Rock Lane,9,?,0,3,NO,5850,N
84,29,09-04-03,OH,250/500,1000,1117.17,0,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,12-02-15,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,YES,2,0,YES,6820,N
247,44,04-02-92,OH,250/500,2000,1101.51,0,619108,FEMALE,College,farming-fishing,camping,not-in-family,11-02-15,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,NO,2,2,NO,69480,N
56,29,29-06-06,IL,100/300,1000,1523.17,0,610479,MALE,Masters,prof-specialty,movies,own-child,21-02-15,Major Damage,Fire,PA,Northbend,2494 Andromedia Drive,10,?,1,2,YES,94560,N
210,39,21-06-97,OH,500/1000,1000,984.45,0,474998,MALE,Associate,armed-forces,paintball,unmarried,02-01-15,Minor Damage,None,NC,Riverwood,4615 Embaracadero Ave,4,YES,1,2,?,7800,N
108,32,07-09-06,OH,500/1000,2000,1257,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,11-01-15,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,NO,1,3,NO,61270,N
328,49,01-10-01,OH,500/1000,500,1434.51,0,460535,FEMALE,Masters,transport-moving,bungie-jumping,wife,23-02-15,Total Loss,Police,NY,Riverwood,5051 Elm St,19,?,0,2,YES,71440,N
186,37,20-02-09,OH,250/500,2000,1628,0,606487,FEMALE,JD,priv-house-serv,exercise,unmarried,28-01-15,Total Loss,Ambulance,NY,Hillsdale,9910 Maple Ave,22,YES,1,2,YES,55600,N
277,44,26-06-01,IN,500/1000,500,1412.31,0,620737,MALE,High School,priv-house-serv,board-games,unmarried,01-02-15,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,NO,1,3,NO,5000,N
138,33,18-01-97,IL,250/500,500,1362.87,5000000,445904,FEMALE,JD,exec-managerial,paintball,own-child,24-02-15,Minor Damage,Other,NY,Springfield,6889 Cherokee St,6,NO,2,0,?,95810,N
208,41,24-06-14,IN,100/300,1000,1134.68,0,464145,FEMALE,College,tech-support,chess,husband,20-01-15,Major Damage,Ambulance,SC,Northbend,3926 Rock Lane,18,NO,2,2,?,69300,N
147,37,02-10-92,IN,250/500,1000,1306.78,0,466818,MALE,MD,prof-specialty,video-games,other-relative,14-01-15,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,22,?,1,0,NO,81120,N
8,21,09-10-12,IN,500/1000,500,1021.9,0,464237,MALE,High School,handlers-cleaners,hiking,husband,05-02-15,Major Damage,Other,WV,Columbus,6117 4th Ave,21,?,0,0,?,91260,N
297,48,10-02-93,IN,100/300,1000,1538.6,0,618455,FEMALE,MD,other-service,kayaking,wife,11-01-15,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,?,0,0,?,60600,N
150,31,28-09-94,IN,500/1000,1000,1354.5,0,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,02-01-15,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,?,0,3,YES,64800,Y
4,34,24-05-03,OH,500/1000,500,1282.93,0,616126,FEMALE,College,exec-managerial,basketball,other-relative,12-02-15,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,?,0,0,?,66880,Y
210,35,25-12-91,IL,500/1000,1000,1346.27,0,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,03-01-15,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,NO,0,2,?,58200,N
91,31,18-09-99,IN,100/300,1000,1338.4,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,25-02-15,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,?,1,0,NO,60570,N
167,36,03-02-94,IL,100/300,1000,949.44,0,448603,FEMALE,Masters,exec-managerial,camping,other-relative,19-01-15,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,?,0,0,NO,69680,Y
467,58,18-01-03,IN,500/1000,2000,977.4,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,03-01-15,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,YES,2,3,NO,55700,N
264,47,07-03-05,IN,250/500,2000,1181.46,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,12-02-15,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,YES,1,2,YES,62370,N
270,45,23-08-03,OH,500/1000,500,1187.53,0,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,24-02-15,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,?,0,0,YES,54340,N
310,48,11-07-02,OH,100/300,1000,845.16,0,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,25-02-15,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,YES,1,0,NO,55170,Y
143,34,19-03-14,IL,100/300,500,1442.27,0,435100,MALE,College,priv-house-serv,exercise,wife,17-02-15,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,?,2,3,YES,58500,N
146,32,06-12-93,OH,100/300,2000,1276.43,0,431278,MALE,Associate,priv-house-serv,skydiving,own-child,09-02-15,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,?,0,3,?,59940,N
102,28,29-08-99,OH,250/500,500,1075.41,0,445648,MALE,MD,machine-op-inspct,reading,wife,15-02-15,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,NO,1,0,NO,73400,N
61,23,09-03-07,IL,100/300,500,1111.72,0,448857,MALE,JD,exec-managerial,bungie-jumping,other-relative,25-02-15,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,?,1,2,?,41850,N
255,44,03-01-04,OH,500/1000,2000,814.96,6000000,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,05-02-15,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,?,2,2,NO,6400,Y
211,40,25-04-91,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,other-service,sleeping,own-child,12-01-15,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,NO,1,1,NO,3190,N
61,29,14-03-95,IN,250/500,1000,1115.27,0,613816,MALE,JD,handlers-cleaners,polo,unmarried,01-01-15,Trivial Damage,None,VA,Hillsdale,4629 Elm Ridge,10,YES,2,1,YES,5900,N
108,31,09-12-05,IN,500/1000,2000,1175.7,0,608767,MALE,Masters,protective-serv,yachting,not-in-family,19-02-15,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,NO,0,2,NO,57330,N
303,50,25-12-01,OH,100/300,500,793.15,0,620869,MALE,MD,tech-support,board-games,own-child,14-01-15,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,NO,0,3,NO,81960,N
152,33,14-11-99,IN,250/500,500,942.51,0,478981,FEMALE,PhD,transport-moving,exercise,wife,30-01-15,Major Damage,Fire,SC,Hillsdale,3903 Oak Ave,16,YES,0,0,?,70400,Y
120,34,27-10-01,IN,500/1000,1000,1056.71,0,464630,FEMALE,JD,protective-serv,paintball,not-in-family,20-01-15,Minor Damage,None,VA,Columbus,3805 Lincoln Hwy,3,NO,2,1,?,3770,N
144,36,31-10-93,IN,500/1000,2000,1255.68,6000000,466303,FEMALE,Associate,sales,reading,other-relative,18-02-15,Minor Damage,None,NC,Arlington,4055 2nd Drive,7,NO,0,0,?,7400,N
414,52,13-02-03,IN,500/1000,500,1335.13,0,452647,FEMALE,High School,farming-fishing,chess,unmarried,07-01-15,Total Loss,Police,SC,Northbend,3707 Oak Ridge,13,YES,1,1,?,54810,Y
163,37,06-03-04,IN,250/500,500,1178.95,6000000,441370,FEMALE,JD,priv-house-serv,dancing,own-child,16-01-15,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,YES,2,3,YES,49400,N
352,53,12-07-13,IL,250/500,500,1793.16,0,619166,MALE,Associate,tech-support,exercise,wife,15-01-15,Minor Damage,Fire,NC,Riverwood,9369 Flute Hwy,23,YES,2,2,NO,68750,N
27,32,27-08-14,OH,100/300,500,1008.38,0,472803,FEMALE,PhD,adm-clerical,yachting,other-relative,01-02-15,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,11,NO,1,0,?,61500,N
239,39,22-06-90,IL,100/300,500,1396.83,0,442308,FEMALE,Masters,other-service,reading,husband,06-01-15,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,?,0,3,NO,76890,N
33,32,07-03-08,OH,100/300,500,1402.78,5000000,469383,FEMALE,PhD,other-service,base-jumping,husband,02-02-15,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,YES,0,1,?,56070,N
88,30,05-08-92,IN,100/300,1000,1437.88,0,614383,FEMALE,College,transport-moving,reading,husband,25-02-15,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,NO,2,0,YES,56000,N
101,33,03-09-91,IL,500/1000,1000,1313.64,0,438617,FEMALE,College,priv-house-serv,board-games,unmarried,10-02-15,Trivial Damage,None,NY,Hillsdale,7500 Texas Ridge,3,YES,1,0,NO,4290,N
20,37,02-09-11,IL,250/500,500,1482.14,0,613936,FEMALE,Associate,transport-moving,reading,husband,22-02-15,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,?,2,1,NO,60750,N
126,30,06-10-12,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,31-01-15,Minor Damage,Other,NY,Northbend,3419 Apache St,23,?,2,3,NO,48730,N
264,43,18-01-14,IL,500/1000,2000,1353.33,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,12-02-15,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,YES,2,0,NO,95150,N
78,24,22-03-92,IN,100/300,500,1175.51,0,474792,MALE,Masters,craft-repair,yachting,husband,06-01-15,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,?,0,1,YES,7480,N
123,28,03-12-12,IL,100/300,2000,1836.02,0,470559,MALE,Masters,transport-moving,movies,own-child,01-01-15,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,?,2,1,YES,79800,Y
347,51,18-10-96,OH,500/1000,500,1480.79,9000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,07-01-15,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,YES,0,2,?,103560,N
163,38,02-10-97,IN,500/1000,2000,1453.92,0,607605,FEMALE,PhD,other-service,yachting,other-relative,21-02-15,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,YES,2,3,?,79500,N
271,44,18-03-08,OH,250/500,500,1340.71,0,600153,FEMALE,High School,tech-support,base-jumping,other-relative,14-02-15,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,NO,2,2,NO,76230,Y
410,54,29-08-10,IL,100/300,2000,714.03,0,465979,MALE,MD,protective-serv,board-games,own-child,16-02-15,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,YES,0,2,NO,59520,N
448,57,31-03-05,IL,100/300,2000,1376.16,0,466555,FEMALE,PhD,tech-support,hiking,own-child,04-02-15,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,NO,2,1,?,47760,Y
218,41,25-12-13,IL,100/300,500,914.22,0,444155,MALE,JD,prof-specialty,golf,wife,22-01-15,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,NO,2,0,NO,84590,N
43,38,11-03-14,OH,500/1000,1000,1601.47,0,465764,MALE,PhD,handlers-cleaners,skydiving,other-relative,15-02-15,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,YES,2,2,?,61650,N
33,33,04-08-97,IL,500/1000,1000,1096.79,6000000,446898,FEMALE,Associate,handlers-cleaners,dancing,unmarried,07-01-15,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,?,2,1,?,81400,N
126,34,14-11-07,IN,100/300,2000,1078.22,0,453274,FEMALE,Masters,transport-moving,camping,wife,23-02-15,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,NO,0,1,YES,58410,N
411,56,30-07-92,IL,250/500,1000,1595.28,0,479320,FEMALE,College,protective-serv,exercise,other-relative,06-01-15,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,?,0,0,?,38610,N
225,37,01-12-00,OH,100/300,1000,1217.84,5000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,07-02-15,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,?,2,2,NO,57600,N
35,35,10-09-02,IL,100/300,2000,1117.42,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,14-02-15,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,NO,2,2,NO,53190,N
460,57,07-11-97,OH,100/300,2000,1567.37,0,602514,FEMALE,JD,craft-repair,skydiving,husband,15-02-15,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,?,2,3,NO,58300,Y
195,38,18-05-93,IL,500/1000,2000,1294.93,6000000,477356,MALE,MD,tech-support,video-games,unmarried,14-02-15,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,YES,1,2,NO,64620,N
360,51,11-07-96,IL,250/500,1000,1152.12,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,05-02-15,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,NO,2,0,YES,90480,N
300,49,17-12-95,IL,100/300,1000,1441.21,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,04-01-15,Trivial Damage,None,SC,Columbus,1992 Britain Drive,3,NO,1,0,NO,7080,N
245,42,16-07-02,IL,500/1000,1000,1575.74,7000000,614265,MALE,JD,exec-managerial,chess,other-relative,20-02-15,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,?,2,2,?,6490,Y
146,36,12-04-13,OH,500/1000,2000,1233.96,0,606177,FEMALE,Masters,other-service,golf,other-relative,05-02-15,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,NO,1,1,NO,55900,N
67,29,13-11-95,IL,250/500,1000,1861.43,0,461514,MALE,High School,adm-clerical,polo,husband,15-01-15,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,NO,0,3,YES,63800,Y
380,56,04-11-04,OH,100/300,1000,1570.86,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,05-01-15,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,?,0,1,YES,58160,Y
389,53,21-03-98,IL,500/1000,2000,791.47,0,477260,MALE,Masters,armed-forces,chess,unmarried,01-01-15,Minor Damage,Police,NC,Riverwood,1617 Rock Drive,6,NO,1,2,NO,6300,Y
317,46,22-07-99,IN,250/500,1000,1012.78,0,469126,MALE,MD,sales,yachting,other-relative,26-01-15,Major Damage,Fire,WV,Arlington,7877 3rd Ridge,18,NO,2,1,NO,104610,Y
264,44,28-02-10,IL,100/300,500,1047.06,6000000,443402,MALE,College,exec-managerial,sleeping,wife,13-02-15,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,NO,0,2,NO,69850,N
20,21,30-01-05,OH,250/500,1000,1390.29,0,479408,FEMALE,Masters,priv-house-serv,polo,other-relative,14-01-15,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,NO,0,0,?,62900,N
116,30,29-11-01,IN,500/1000,500,951.46,0,467227,MALE,JD,handlers-cleaners,golf,not-in-family,31-01-15,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,NO,0,3,?,59670,Y
222,40,24-12-12,IL,100/300,1000,1226.78,0,468433,MALE,JD,armed-forces,camping,unmarried,22-01-15,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,YES,2,0,?,81500,N
439,56,11-05-97,OH,100/300,500,1280.9,0,604289,MALE,High School,armed-forces,video-games,own-child,30-01-15,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,NO,2,0,?,50000,N
66,28,26-01-94,IN,100/300,2000,1472.77,0,471366,MALE,Associate,adm-clerical,exercise,husband,17-02-15,Total Loss,Other,NY,Springfield,2850 Washington St,0,?,2,1,?,48290,N
128,29,04-11-10,OH,500/1000,1000,1878.44,0,450746,MALE,High School,other-service,golf,husband,20-02-15,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,NO,0,0,?,59070,N
69,24,19-06-92,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,04-02-15,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,?,0,0,NO,63300,N
294,46,02-06-10,IL,100/300,500,1532.8,0,473935,MALE,College,prof-specialty,exercise,own-child,23-02-15,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,NO,0,3,YES,65780,N
19,29,12-10-02,OH,250/500,500,1304.35,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,08-02-15,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,NO,0,2,?,75400,Y
191,33,25-02-08,OH,500/1000,2000,1551.61,0,470670,MALE,High School,armed-forces,movies,unmarried,21-02-15,Minor Damage,None,WV,Arlington,8306 1st Drive,3,YES,1,1,NO,2250,N
4,39,05-09-96,IL,100/300,1000,1326.98,6000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,13-01-15,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,YES,1,3,?,54120,N
298,49,16-03-98,OH,250/500,500,862.92,0,448809,MALE,MD,machine-op-inspct,camping,wife,17-01-15,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,NO,0,2,NO,69480,N
231,43,22-04-10,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,18-02-15,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,?,1,2,NO,66950,N
338,47,25-01-08,OH,250/500,2000,1486.04,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,14-01-15,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,NO,2,3,?,64100,Y
261,46,10-09-00,IN,100/300,1000,870.55,0,465631,MALE,PhD,prof-specialty,camping,unmarried,27-01-15,Minor Damage,Other,SC,Springfield,1532 Washington St,19,?,0,3,?,80280,N
321,44,23-04-08,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,12-02-15,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,?,1,2,NO,4680,N
0,32,18-02-11,OH,500/1000,1000,1377.04,0,441363,MALE,College,tech-support,base-jumping,wife,17-01-15,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,?,1,1,NO,39720,N
405,58,24-04-12,IL,250/500,500,1237.88,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,13-01-15,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,?,0,0,?,63580,Y
304,49,25-09-01,IN,100/300,1000,1525.86,0,463184,FEMALE,PhD,craft-repair,camping,own-child,21-01-15,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,YES,1,1,YES,73370,N
1,29,24-05-06,OH,500/1000,500,854.58,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,01-01-15,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,?,2,3,YES,86790,N
26,39,30-01-92,IN,250/500,1000,770.76,0,433155,MALE,Masters,tech-support,sleeping,husband,18-02-15,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,NO,0,2,?,49800,N
202,38,24-01-09,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,04-02-15,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,YES,1,1,NO,77440,N
289,48,29-08-95,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,09-01-15,Total Loss,Other,SC,Springfield,1325 1st Lane,1,?,1,0,?,42900,N
61,26,31-07-11,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,14-02-15,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,YES,1,0,NO,53820,Y
334,46,05-01-13,IL,100/300,1000,876.88,6000000,454434,MALE,MD,sales,reading,other-relative,03-01-15,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,NO,2,1,NO,57330,N
12,24,18-11-94,IL,500/1000,1000,1143.95,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,04-02-15,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,NO,2,1,?,53370,N
86,29,30-08-14,IL,100/300,2000,1409.06,0,610302,MALE,High School,prof-specialty,yachting,husband,30-01-15,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,NO,2,2,YES,62920,N
83,24,01-01-06,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,20-02-15,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,?,0,1,NO,61600,N
126,30,10-09-98,IL,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,07-01-15,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,YES,2,0,NO,74160,N
209,38,28-01-10,OH,250/500,500,1191.5,0,442866,MALE,High School,priv-house-serv,reading,husband,31-01-15,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,NO,2,0,?,80100,N
283,48,04-01-03,OH,500/1000,1000,1474.66,0,446755,FEMALE,JD,sales,paintball,husband,17-02-15,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,?,2,3,NO,6560,N
194,34,24-05-04,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,24-01-15,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,?,2,1,YES,58800,N
184,38,12-09-94,IL,250/500,1000,1437.53,0,437889,FEMALE,College,transport-moving,chess,not-in-family,02-02-15,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,?,0,2,NO,53730,Y
479,60,07-07-97,IL,100/300,2000,1304.83,0,473638,FEMALE,College,other-service,cross-fit,husband,09-01-15,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,NO,0,0,NO,60600,N
284,48,01-03-91,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,tech-support,movies,other-relative,28-02-15,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,?,0,3,YES,35750,N
65,27,29-09-01,IN,100/300,1000,1164.97,0,477695,FEMALE,College,adm-clerical,exercise,wife,17-01-15,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,?,1,2,YES,42840,N
222,39,10-01-12,IL,250/500,1000,1232.72,0,458237,MALE,High School,armed-forces,hiking,own-child,09-02-15,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,?,1,0,NO,87960,Y
196,41,05-07-01,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,14-01-15,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,NO,1,0,NO,47800,N
253,43,07-08-91,IL,500/1000,500,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,02-02-15,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,NO,0,1,?,3840,N
280,43,24-07-12,IN,100/300,1000,1559.34,0,448912,MALE,JD,transport-moving,hiking,own-child,17-02-15,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,NO,0,2,?,77000,N
5,26,27-07-14,IL,250/500,2000,1137.02,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,25-01-15,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,YES,1,3,?,88110,N
